ID;Стоимость
176759338;5213337
176799338;3267433
176719339;3267433
176819330;3350432
176859331;9018930
176849332;9018930
176899332;8357259
176819334;4024442
176809335;3579617
176879336;3267433
176839337;3267433
176879337;3267433
176819338;8357259
176939330;9018930
176999330;4024442
176909331;3579617
176939333;5213337
176979333;3267433
176989334;3350432
176969336;9018930
176939339;8357259
176969339;8357259
176019341;3579617
176029342;3267433
176069344;3350432
176029346;8357259
176069346;8357259
176029347;3579617
176019348;5313022
176089348;5213337
176019349;3267433
176069349;8357259
176119342;9018930
176199342;4024442
176129343;3579617
176129345;5313022
176189345;5213337
176179347;3267433
176199347;3267433
176129348;3267433
176159348;3267433
176139349;3350432
176229340;9018930
176209341;9018930
176239342;3579617
176269342;8357259
176259343;3267433
176289343;3267433
176299343;3267433
176249344;8357259
176289347;3350432
176319340;5213337
176369340;6017110
176399341;4024442
176359342;5213337
176399342;3267433
176319343;3267433
176339343;8357259
176309344;3350432
176329345;8357259
176369345;5213337
176389345;3267433
176309347;8357259
176309348;8357259
174049520;4813571
176929564;6746226
176039570;6746226
176059570;7879996
176089572;6927433
176099572;2575150
176069573;4428895
176029575;2575150
176309570;9669527
176349570;9403561
176359570;3126520
176369570;5421876
176399570;5504255
176369571;3126520
176379571;3126520
176359572;9403561
176309573;7891803
176329573;3126520
176329577;4004964
176359577;5058165
176309583;6149216
176429587;6973680
176409589;7748008
176459589;7566801
176509581;2556365
176589582;4672388
176539585;4432522
176599588;3357139
176639581;7748008
176669582;3713717
176669587;6373167
176679587;8597331
176699588;4432522
176799580;4432522
176719583;4432522
176779583;4432522
176749585;4432522
176799585;4432522
176769586;7748008
176799586;4432522
176739587;8157358
176769589;4672388
176899584;6373167
176859585;4432522
176599593;10558255
176559594;2409546
176559595;2165378
176599596;3023535
176589597;3897687
176689594;3524810
176689595;10861902
176649599;10861902
176669599;8040047
176759590;5471419
176799590;10558255
176749596;10558255
176549587;3357139
177469506;5048999
177409507;3126520
177459507;5647183
177489507;5048999
177489508;9669527
177489509;7576350
177559500;5504255
177859508;6927433
177789511;4697146
177749514;4697146
177739516;4697146
177769516;4697146
177919516;4112243
177909518;6927433
177969518;4112243
177339524;10558255
177359526;2481761
177429523;10558255
177529524;2725928
177589524;10558255
177559529;7831620
177619520;6149216
177629525;3998633
177639529;5254459
177359531;3126520
177389531;10026010
177389532;3126520
177319534;5504255
177329534;9946338
177399534;3126520
177309535;7891803
177339535;3037900
177309536;3126520
177319536;5504255
177929535;4417258
177079541;5798186
177349559;4343774
177419551;5336838
177459551;6162202
177479551;6755322
177489551;6991553
177439553;4881583
177499553;3998633
177439555;3998633
177449555;7831620
177479555;3998633
177479557;7831620
177509551;7831620
177589551;5336838
177599553;6991553
177789554;4867224
177749555;4214543
177809551;5272892
177819551;7356257
177819552;4112243
177879554;6746226
177819555;4697146
177829555;4697146
177959556;3618526
177949557;2943827
177959557;4620270
177979558;3444421
177989558;3160092
177919559;7702376
177929559;4620270
177369560;7226504
177389563;7226504
177949567;3597831
177409578;2575150
177549571;7711304
177589575;3790772
177599575;3790772
177509576;2575150
177519576;3131638
177599576;2575150
177629575;7748008
177639575;2360527
177609576;4343187
177689576;6373167
177609577;4672388
177649579;4672388
177749570;3713717
177789570;4432522
177799572;8597331
177709574;3357139
177719574;8597331
177779574;4672388
177769575;6973680
177799575;8597331
177789577;4172152
177729579;8157358
177819573;8597331
177829573;6373167
177859573;8157358
177879573;4172152
177849574;7566801
177869574;4432522
177879574;4432522
177829575;4672388
177809577;4432522
177829577;4432522
177929570;4172152
177919573;6373167
177939573;8157358
177349589;3686450
177809583;6162256
177869587;6162256
177799597;4697146
177719598;4255172
177829590;7879996
177829595;6927433
177879595;6927433
177839597;4697146
177889598;2575150
177919590;2575150
177949591;6927433
178209505;5941114
178239505;7417462
178249506;5941114
178279506;5798186
178379503;7417462
178309505;7879996
178369506;10119497
178329507;4697146
178329508;7879996
178359508;9669527
178379508;4112243
178899503;6991553
178859504;6507702
178879505;5336838
178819508;4343774
178829509;5336838
178969500;5336838
178909502;6162202
178969502;6574116
178949503;5336838
178909506;3998633
178919507;6162202
178949508;5336838
178979508;6991553
178919509;5336838
178989509;5336838
178009511;3686450
178039512;3470137
178009515;5336838
178079515;6991553
178399515;3131638
178359517;7760949
178389517;7760949
178399517;7760949
178309518;6927433
178319519;6927433
178369519;2887470
178399519;3131638
178429510;6927433
178499510;3126520
178409511;5504255
178409512;8354015
178579516;3470137
178589517;5336838
178509518;3998633
178569518;4343774
178519519;6991553
178529519;3714304
178539519;7831620
178649513;6574116
178649515;6991553
178699517;3597831
178609518;3686450
178789510;6811349
178749511;6149216
178769511;6507702
178779511;6991553
178759512;3597831
178769512;6574116
178769514;2725928
178849511;7858840
178819512;3492265
178879512;5290213
178869513;5290213
178819515;3980066
178849518;5798186
178889519;5798186
178909513;4004964
178919517;3429245
178919518;6746226
178159527;11447914
178239524;9398833
178299524;11447914
178309521;4697146
178329523;11447914
178359523;7576350
178469524;4112243
178409527;4112243
178559520;10119497
178529526;5465723
178709525;6746226
178919520;6927433
170919659;2575150
177439670;6161607
177449672;7451548
178659646;8895925
170399771;4112243
170359778;8157358
170719776;6991553
170719778;11447914
173619704;3149169
177029753;3998633
177109750;7760949
179349780;8612649
179369782;8612649
179319783;4054128
179329783;8612649
179359783;8612649
179399783;4813571
179399786;9360346
179329787;3824943
179429780;4813571
179479781;4813571
179449787;8612649
179479788;3824943
179499788;3824943
179469789;4813571
179539780;3824943
179579780;3824943
179539781;4813571
179509782;3162829
179519782;4813571
179549782;3824943
179599782;8612649
179559783;3824943
179589784;3824943
179599784;4813571
179589786;3824943
179529787;3924353
179579787;4813571
179549788;3924353
179559788;4813571
179579788;4813571
179569789;3924353
179589789;4813571
179689780;4813571
179649783;4813571
179659783;8110607
179759784;8110607
179789784;4583767
179769785;4583767
179789785;4813571
179749786;4583767
179799786;4583767
179769787;8110607
179799787;4583767
179789788;8110607
179769789;4583767
179839780;4583767
179889780;4583767
179819781;4813571
179849781;8110607
179859781;4583767
179819782;4583767
179839782;8110607
179809783;4813571
179819783;4813571
179879783;4583767
179889783;4153538
179899783;4153538
179829784;4583767
179899784;4813571
179819785;8110607
179829785;4813571
179889785;8110607
179899785;4583767
179809786;4813571
179899786;4583767
179849787;4813571
179829788;4583767
179839788;4813571
179899788;4813571
179849789;8110607
179869789;8110607
179929780;8110607
179969781;8110607
179999781;8466490
179909783;8466490
179929785;4054128
179939786;8466490
179909787;4094668
175639832;5272892
175689832;3998633
175649835;3200253
175659836;7158094
175639837;2888070
175659838;2595479
175879831;7879996
175869833;4327370
175889833;3160092
175089984;4887858
178159942;7973308
179489990;4861138
184419014;3270528
184579014;4697146
184569016;7417462
184559017;5941114
184589017;9085100
184529018;2887470
184549018;2887470
186579097;9403561
188539165;8157358
185659208;5421876
185729201;5465723
185789201;4114858
185709202;4697146
185749203;3126520
185759203;3126520
185769203;5421876
185789206;7819766
180959395;4485715
183069373;6746226
180599434;10119497
181339480;7932832
184059487;4432522
184229484;4697146
185469459;7226504
186309416;2575150
186849415;3005133
186949414;5556149
180949572;3824943
184559588;5471419
184719589;5005355
184829580;4172152
186809548;7340288
186139555;6511797
181359639;10119497
181669638;3362843
181019641;3160092
181149648;3126520
181139649;6089157
182849647;6568745
187339648;3429245
189209689;6089157
183899757;7760949
183849758;3492265
183949755;4672388
183049760;12096831
183039764;6927433
183179761;2726876
183159765;3132237
183169765;3597831
183199769;9590192
183229760;3686450
183219767;4775447
183319760;4029864
183319764;7417462
183399765;3470137
183399767;6054000
183319768;4686406
184749766;3215236
185249733;3126520
185269733;5504255
187279766;4661393
187279767;5556149
187209769;4208578
187219769;4746386
187279769;5128529
187319760;5128529
187369760;5128529
187329762;4746386
187379762;5556149
187389762;5556149
187399762;5556149
187379763;6977688
187309764;5556149
187359764;5556149
187399764;4743772
187319765;6560250
187329765;4743772
187319766;4743772
187359766;6741457
187369766;6560250
187399766;6741457
187319767;6741457
187359767;6560250
187369767;6560250
187379767;5556149
187319768;5556149
187329768;5556149
187369768;5556149
187389768;4743772
187309769;4743772
181699828;7576350
181829827;4432522
181329833;5984329
181359839;2360527
181449843;7711304
181589844;4112243
185069891;3160092
185079893;3132237
186489856;3763744
186429857;3763744
186469857;8697555
186419858;8697555
186539850;8697555
186599850;8697555
186559855;3763744
186549856;3763744
186599858;3763744
186649850;3763744
186689851;3763744
186669852;3763744
186699858;3763744
186659859;3763744
186719852;3708599
186719853;3708599
186749855;3708599
186729856;3708599
186789858;3708599
186739859;3708599
186809852;3708599
186879852;3708599
186849858;3708599
186899859;9018930
186939851;3708599
186909852;3708599
186999852;8513840
186959853;8697555
186979854;3800127
186929855;3800127
186999857;3800127
186059861;3800127
186009864;3800127
186089864;3800127
186009868;3800127
186099868;3800127
186139861;3800127
186199861;3800127
186109865;3800127
186109868;3800127
186179868;3800127
186119869;9018930
187139850;3763744
187149852;5815840
187179852;5815840
187159854;6221507
187199855;11730109
187119856;6221507
187109859;6221507
187269852;6221507
187249855;6221507
187219858;6221507
187249859;8451172
187389850;8451172
187399854;8807653
187409854;8807653
187459859;8697555
187709855;4338069
187869853;8697555
189009806;3258663
183129991;4338069
183159999;8807653
183259993;8513840
183219994;8697555
183249995;4338069
183269996;8513840
183299996;8697555
183319992;6785027
183349992;8597331
183369992;8159867
183309993;3763744
183329993;6785027
183339993;6785027
183359994;8159867
183399995;6035050
183379996;8451172
183409993;6035050
183579992;6035050
183509994;8451172
183559998;3708599
183649995;3800127
183639996;3800127
183639997;3800127
183659998;3800127
183669999;3800127
183719991;3800127
183719992;3800127
183719995;5815840
183729996;6221507
183709998;6221507
183729999;9496203
183749999;6221507
183899990;6221507
183849992;6221507
184629913;2575150
186079972;5487739
186039978;4661393
191309110;6746226
191329110;5465723
191369111;4697146
191399111;3149169
191369114;4697146
191389115;6991553
191329118;7879996
191359118;4697146
191379118;7879996
191589110;5336838
191509115;8157358
191549115;6973680
191509116;3805245
191549116;4432522
191519117;6973680
191599117;7748008
191669111;7566801
191659113;7566801
191629118;3023535
191609119;3492265
191849117;4878353
191139128;9523877
191489121;4432522
191439122;4432522
191489125;4672388
191409128;6373167
191449128;3998046
191459128;4172152
191539120;4672388
191589120;4343187
191569121;2556365
191639129;4620270
191779123;5984329
191879123;5984329
191889125;4620270
191819126;3789561
191909126;4255172
191969126;3131638
191909127;4029864
191099133;6149216
191099136;5515354
191039138;3444421
191049138;4620270
191059139;5798186
191189131;4343774
191139132;6162202
191199135;6162202
191179136;5336838
191119137;5336838
191179137;7831620
191209131;6991553
191269134;4363154
194809116;4255172
194069120;4172152
194089123;3998046
194079128;4432522
194299125;4255172
195989156;2783372
199309102;6864628
196019210;4354857
199099301;2730152
199559307;6746226
194979491;4255172
195929422;11590419
195949423;6091057
195929425;7847733
198569427;11047368
192179517;5443138
199839521;8536008
194279667;3551254
195029675;7666393
195149694;5290213
196289762;8850706
194019873;4746386
193899906;3747650
195159967;10277977
195269960;7702376
196879914;4343774
201930158;11730109
207610261;6973680
201920328;8490408
201920329;8600164
201020332;7967311
201040332;3398949
201050332;3398949
201070332;8600164
201000333;8432029
201030333;3398949
201050333;8600164
201090333;8850706
201030334;3398949
201090334;4036300
201000335;3371094
201060335;3371094
201070335;3723818
201080335;4036300
204150150;3444421
204910143;4343187
204710147;9403561
203360106;4094668
203350106;4094668
203310106;4094668
203350105;4094668
203340103;4813571
203300103;4813571
203390102;4813571
203350102;4813571
203330101;4813571
203380100;4813571
203370100;4813571
203260109;4813571
203290108;4813571
203270108;4813571
201060160;11730109
201520133;4301538
209290014;4654663
208510042;4255172
205090027;3361453
205920018;3470947
205700263;9217301
201090335;3371094
201000336;3723818
201010336;4036300
201020336;3371094
201040336;4036300
201050336;3371094
201080337;4442721
201010338;4202854
201020338;4442721
201070338;4202854
201040339;4442721
201060339;4202854
201080339;10005548
201090339;3398949
201140330;3398949
201100331;3683278
201190331;6289107
201170333;8600164
201120334;6674266
201140334;8432029
201170334;6674266
201110335;3398949
201180335;6674266
201120336;3398949
201130336;3398949
201150338;3398949
201180338;3398949
201190338;6426635
201110339;3398949
201120339;6426635
201210330;6426635
201230330;6426635
201250330;8600164
201270331;8600164
201230332;8600164
201270332;8600164
201290332;8600164
201210333;3498359
201270333;3398949
201280333;6426635
201290334;4442721
201290335;8600164
201270336;8600164
201240338;4442721
201200339;4442721
201270339;4202854
201290339;4202854
201340330;4202854
201350330;10005548
201360330;3683278
201360375;10110748
203860338;4255172
203860339;7158094
203900331;4432522
203960335;10026010
203010340;9217626
203130340;3131638
203140341;6746226
203150343;12096831
203130344;3444421
203180346;5941114
205180341;3187719
201610415;4677217
204120408;2575150
202370500;2556365
215860138;5010148
215810136;4412856
215750139;3570357
214720157;4583767
213360195;6927433
214140490;7748008
214230498;6574116
214440496;6755322
214580490;3714304
214560491;8416711
214580491;8416711
214530497;6927433
216610406;4583767
204260766;5802629
204250765;3570357
218920154;2991324
216360238;3822805
210150359;9880359
214930027;6927433
214870026;4255172
214850026;6927433
214820025;7760949
214870024;6927433
214830023;2575150
214820021;7760949
212070775;6162256
214810021;4697146
212160776;5984329
214790029;3131638
212230776;5053041
212230777;3131638
212200778;6811349
212280778;9460857
212620791;2575150
214540028;5798186
214530027;6149216
214520027;6149216
214510027;6755322
214530022;6755322
214580021;6330422
214550021;6330422
214570020;6149216
214560020;6149216
211070008;4003751
215670807;4343774
210250363;4773836
210290366;4620270
210250368;3131638
214900391;3051931
215380304;2575150
212790454;7576350
221260199;3579108
221320191;4208578
221340191;4208578
225140114;4029864
225100118;6438584
225260119;4775447
225330111;4697146
226620319;4813571
226630319;8110607
205600965;2575150
204800938;8310397
209940887;4363154
226920337;4620270
226900339;4620270
226980339;3160092
226020340;6927433
223680411;4743772
224260464;3579108
228770405;7951993
228300440;2839646
222570584;7760949
224410509;4911188
224590505;4325615
224540506;4325615
224510507;3410842
224570508;3410842
224580508;4325615
224650500;4325615
224690500;3410842
224650501;3410842
224670501;4325615
224680506;4828809
224620507;4118727
224670508;3131638
224610509;5054117
224630509;3131638
224760500;10119497
224700501;3131638
224090532;3929875
212620471;3131638
214900488;10026010
216640405;8110607
206860776;6927433
206840772;2853192
204300765;7847733
204300763;5092527
204360760;6706166
204340760;4412856
203370722;4661393
203350722;4746386
203220720;4208578
203120712;7760949
203120711;5403306
203010718;5984329
203000718;5984329
203900709;11447914
203950705;11843103
208230698;3579617
211040293;6017110
214610608;13617107
218530613;5165610
218520614;7207112
219860672;4813571
210320738;4643817
212040773;10026010
212220774;10119497
212290775;7417462
218470890;11721621
218480890;11068327
218490890;11068327
218420891;11068327
214870990;9572866
214870991;9403561
214860992;7710597
223440093;3686450
224100055;3162829
221280193;7973308
221290193;4686406
221200194;7973308
221260194;7973308
221270194;7973308
221340192;4743772
221380192;3579108
221350193;4746386
221370193;4661393
225110110;6927433
225130114;3126520
227510225;4202854
228680205;7760949
220820343;4094668
226650318;4583767
226710334;6927433
226740338;3131638
213690943;5213337
223710363;3258663
226910565;3493650
226950565;2575150
226970565;7760949
238220092;9217301
237640068;4349044
238760126;8104803
239880179;4343187
239220181;4672388
239280183;4432522
239320189;5783254
239540184;6927433
239570184;4112243
239540185;6746226
233670291;2013052
235410251;6052161
237090275;3131638
235750079;3258663
227720887;3202553
227180886;5551952
226800864;4118727
226670867;3131638
226660867;4255172
225970644;4255172
220540640;3980066
232230115;5941114
232270113;11447914
232260110;3524810
232160111;6162256
232050119;6574116
239230031;6165706
239220031;6195238
239200031;10484759
239280030;8624970
239260030;6511797
239250030;6511797
232210116;5984329
229100995;4208578
229850985;7839923
226400917;2374194
226480915;6438584
224910927;3131638
224990925;6162202
224980925;6162202
224840925;3023535
224200924;6149216
221800807;7847733
221850802;6706166
221890801;6706166
221710809;4159243
221730807;4059833
221740804;5802629
221690808;10110748
221570805;6742705
228160794;3998633
228470787;4432522
228440787;3998046
228480786;4672388
227940733;4200803
223790763;3551254
221340754;5984329
221970721;3824943
221960720;4813571
221910720;4813571
227590689;5092527
233490314;7739976
236680317;8612649
237350336;3162829
237620366;10016571
230080415;8069383
233610477;4432522
233690477;2374194
233670478;4620270
233730471;3980066
233750475;4432522
233770475;4432522
233730478;4428895
233800472;4432522
233910472;4118727
233970475;5053041
233900477;6162256
233010480;3618526
233050480;4620270
233090480;4620270
233020481;3444421
233080481;4620270
233020482;8335229
233030482;4620270
233070482;7764193
233050483;4620270
233060484;2811934
233080484;2699660
233050487;3789561
233090487;2888070
231600509;2725928
234310570;3187719
235350511;7748008
235560512;3714304
235640510;5336838
235630511;3597831
232510608;4583767
232530608;8110607
232560608;4813571
232570608;4583767
232580608;4054128
232650630;5984329
232610631;2730152
232660639;6927433
232750630;3132237
232780630;4363154
232790637;5053041
232710638;5025187
232850634;4483962
232890635;5941114
232920632;2839646
233080672;3475118
235970688;3619224
237390625;8624970
234830784;233127200
232480829;3398949
236050800;7566801
236060800;6191960
236090808;8225473
236220879;4054128
237060807;3757660
237070807;7576350
237050809;4775447
237120800;7158094
237180801;4432522
237140808;7576350
237230804;5336838
237250807;2887470
237270808;9535069
237350801;4697146
237390803;2730152
237440897;8895925
238160846;2575150
233280913;3361453
235740934;3550773
236920974;4255172
236980975;9217626
236910976;4697146
236170980;6927433
236180989;6162256
236250980;5798186
237150935;5877277
237200931;7520693
237270932;8850706
237280935;6706166
237420939;9296125
244550014;2887470
246650330;10890777
244350374;5336838
244310374;5336838
244360371;5254459
244180373;5336838
244100370;6761086
244070378;4884955
244000371;4884955
244080370;4884955
244060370;4884955
244990364;4884955
244810367;6761086
244640365;4054128
244630365;4583767
244680364;8110607
244660364;4813571
244640364;4583767
244600364;4054128
242080317;4029864
245390461;5053041
245420460;4775447
240200382;2575150
248580224;4417258
248560224;5984329
248520222;3131638
248490224;3215236
248490220;5984329
248470220;4775447
248760212;4672388
248670212;12004510
248670211;7819766
248650210;4620270
248550218;3789561
248540215;8335229
245190506;4343187
248560213;7932832
248550211;7931660
245360508;7879996
248530211;4620270
248400219;4620270
248420218;7702376
247990286;5730766
249940126;3373642
249260128;2575150
240310128;7932832
244630010;3618526
244540018;2888070
244500018;7702376
244510016;4380404
244510011;5465723
244410019;3789561
244400019;7819766
244480018;8225473
240560445;5336838
244360018;4672388
244380017;4672388
244060014;3162829
244030013;8612649
244080011;4054128
244050011;3824943
241080081;8110607
239780982;8157358
240740450;3126520
244960601;2556365
244920604;8157358
244960604;3713717
249440718;6397191
249510710;5798186
249510712;5232271
249560712;5799730
249560713;5387929
249500715;6162256
249530715;5232271
249570716;5799730
249570717;5984329
249550719;7417462
249600712;5232271
249640712;5984329
249690712;5799730
249680713;7417462
249620718;5984329
249660718;5984329
249740780;8432029
249750780;3398949
249770780;4036300
249730781;3371094
249740781;3723818
249700782;4036300
249710782;3371094
249730782;3371094
249740782;3723818
249750782;4036300
249760782;3371094
249770782;3723818
249780782;4036300
249790782;3371094
249700784;4202854
249710785;3398949
249730785;6674266
249700786;6426635
249780786;8600164
249810780;8600164
246970808;4327370
246180814;4112243
246190814;7576350
246100817;6991553
244180906;4973471
244740499;7207112
245110467;4697146
246950421;5128529
246930422;5737356
246950422;5128529
246970422;3579108
246970423;5737356
246980423;5128529
246900425;5737356
246920425;3579108
246940426;4208578
246980426;3307087
246930427;4208578
246950427;4208578
246980427;3579108
252120088;8104490
246920428;3579108
246980428;3579108
246900429;3995780
246060430;3995780
246000431;3579108
248120431;4447769
244930591;5336838
245120501;7576350
245130505;3897687
245340507;6746226
245660501;2730152
245630505;3789561
244200170;12004510
242600188;2556365
246200694;8017941
241480745;3627196
242370791;6444731
244930729;4531649
244050730;4531649
248690719;5158238
248700710;7104057
248720712;3874914
248730712;6223368
249430715;5799730
249460716;4745982
249400718;5232271
249440719;5715807
249570710;6397191
249580711;5798186
249660711;5232271
249690711;5556149
249610715;5798186
249640715;5981049
249650717;5984329
244080820;4094668
246930807;7748008
246960808;3132237
249820860;3361453
244830934;3524810
245810961;3551254
247860917;8069383
249570931;3863437
249710976;9913772
252150087;8069383
252170087;8267787
254630005;4343774
254010015;6162256
254010016;4343774
247850812;8617866
258800170;2575150
250440229;3783095
253660233;9460857
253650234;2575150
257670210;6397191
257660212;4773836
257310250;11631796
257640210;8612853
257560218;5165610
257520217;7748008
253850238;7417462
253810235;4745982
253830234;5715807
253880233;5981049
253810233;5798186
253700235;5058165
253790230;4214543
250820475;4761453
259140486;3411632
259710624;3162829
259720624;3824943
259740624;4813571
259760624;3824943
259790624;8431982
259740625;4407152
259750625;4407152
254680334;4884955
254650334;4884955
254680333;4884955
254690332;4884955
254670331;4884955
254620331;4884955
254560339;4884955
254550339;6038455
254540339;6038455
254530339;6038455
254500339;6038455
254590338;6038455
254580338;6038455
254570338;6038455
254550338;6038455
254540338;4884955
254510338;4884955
254590337;4884955
254570337;4884955
254550337;4884955
254540337;4884955
254510337;6038455
254500337;6038455
254560336;6038455
254530336;6038455
254500336;6038455
254590335;6038455
254440337;4884955
254490333;6038455
254430333;6038455
254360336;6038455
254380335;6038455
254310332;6524856
254330331;3830648
254260338;3830648
254180336;6524856
254140335;3830648
254050332;6523019
254920327;6523019
254930324;6524856
254900324;6523019
254970323;6772486
254930323;9590192
254980322;6772486
254940322;6772486
254910322;6772486
254900322;9590192
254990321;6523019
254950320;9590192
254920320;6772486
254890326;4884955
254840326;6523019
254840325;6772486
254890324;6772486
254830324;6772486
254710328;4884955
254730327;6038455
254700327;6038455
254760326;4884955
254710326;6038455
254780325;6038455
254760325;6038455
254750325;6038455
254740325;6038455
254710325;4884955
254750318;6524856
254710318;6038455
254790317;6038455
254720317;6038455
254710317;6038455
254700317;6038455
254790316;6038455
254780316;6038455
254710316;9590192
254700316;6523019
254770315;6038455
254740315;6038455
254720315;6038455
254700315;6038455
254720313;6038455
254760312;6523019
254780310;4884955
254680318;4884955
254650317;4950665
254680314;4884955
254660314;4802576
254600314;4950665
254690313;3830648
254660313;4884955
254640313;4884955
254690311;4100373
254680311;4884955
254670311;4802576
254660311;4100373
254630311;4950665
259420768;6444731
259430768;6444731
254680310;4950665
259550769;4442721
254670310;4950665
254590319;4884955
254570318;4884955
254550315;4884955
254590314;6524856
254550314;6772486
254540314;6524856
254530314;6772486
254510314;9590192
254580313;6524856
254510313;6523019
254570312;6523019
254590310;6524856
254400317;6523019
254420316;6523019
254490315;6524856
254440315;6524856
254420314;6772486
254430312;6772486
254450311;6772486
254470310;6772486
254390316;6524856
254390315;6523019
254340315;6523019
254340314;7310175
253750303;7330530
261910051;7932832
262750078;3162829
262700079;4813571
266140071;4112243
268450006;3149169
255910380;8104803
250820401;3149169
250750471;4761453
250790472;4531649
250740473;6426635
250720476;4531649
250760478;3781042
250800471;10243742
250800474;9360346
250820514;4743772
252000528;6161607
252020528;4412856
252020529;5010148
252080529;8336541
254380607;2725928
254320609;4432522
254500606;10861902
256530616;3258663
259790623;4813571
259510769;3398949
250600834;6038455
251530875;4094668
254740864;5403306
255910832;4112243
260260006;8649256
260370035;4583767
260320036;4583767
250790555;4697146
269370064;3126520
260150363;3160092
260110366;3160092
260190368;3132237
264500287;4003751
263610230;4112243
263600230;2485985
263340224;4531649
263390223;3411632
263370223;4531649
269780198;3713717
269460181;5421876
269190177;6149938
268920151;8069383
266400156;4656775
266740119;3258663
265790145;3356487
265710145;3292036
265790144;6426635
260330364;3132237
260350364;4620270
260360364;3444421
260340368;7226504
260820368;4620270
260960363;3444421
260950368;3618526
260040371;4620270
260130377;7760949
260240378;4620270
260470374;4620270
260100384;9590192
265450341;4672388
265420342;4432522
265460342;4432522
265410347;6162256
265510340;6397191
265540342;4172152
265570347;5053041
265660340;7576350
265200362;4884955
267080307;9403561
267800486;4697146
267890488;3897974
267820489;9669527
267850489;9669527
267910480;2575150
267990480;4878353
267900483;4255172
268640459;4743772
262900521;7748008
262270549;3362843
262720581;5128529
264630534;3823892
266010531;5421876
266130530;6373167
266200534;3149169
266500535;3131638
266630535;3131638
266670536;3131638
266770530;3131638
266750535;4325615
266320546;5790824
267100547;9296125
269010577;3474807
263270681;5128529
263220689;8110607
264360666;4813571
262280729;6523019
262810753;3362843
264820749;4029560
264890750;3575128
269320759;5496091
262100859;2943672
262740859;6568745
262590878;8035685
262130894;4887858
265030830;3619270
266020808;3897974
266050809;11447914
266180809;6811349
266350803;3524810
266360804;4112243
266500802;6746226
